id_incidente;fecha_incidente;hora_incidente;id_oficina;ciudad_oficina;agresion_verbal;agresion_fisica;llamada_fcs;dia_mes;aforo_alto;ocupacion_categoria;franja_horaria;agresion_fisica_verbal;es_fin_mes;dia_semana;cliente_reincidente
1062;25/09/2020;11:30;ACACIAS01;Acacias;0;0;0;25;1;alta;manana;0;1;4;0
1063;12/05/2020;11:00;BILBAO01;Bilbao;1;0;0;12;0;media;manana;1;0;1;0
1064;09/11/2024;8:45;GIJON01;Gijon;0;0;0;9;1;alta;manana;0;0;5;0
1065;11/02/2020;12:45;MURCIA01;Murcia;0;0;0;11;0;media;cierre;0;0;1;0
1066;12/01/2022;9:15;SALAMANCA01;Salamanca;1;0;0;12;0;media;manana;1;0;2;0
1067;12/07/2024;12:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;12;0;baja;cierre;0;0;4;0
1068;07/06/2022;8:00;SANTAENGRACIA01;Santa Engracia;0;0;0;7;1;alta;manana;0;0;1;0
1069;07/12/2021;10:45;MADRID01;Madrid;0;0;0;7;0;media;manana;0;0;1;0
1070;20/02/2025;12:45;ALICANTE01;Alicante;0;0;0;20;0;media;cierre;0;0;3;0
1071;19/05/2021;10:00;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;19;1;media;manana;0;0;2;0
1072;29/12/2021;14:00;MADRID01;Madrid;1;1;1;29;0;baja;cierre;1;1;2;0
1073;09/01/2025;11:15;MADRIDACACIAS01;Madrid Acacias;0;0;0;9;0;baja;manana;0;0;3;0
1074;02/04/2022;10:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;2;0;media;manana;0;0;5;0
1075;01/04/2024;14:45;MADRID01;Madrid;0;0;0;1;0;media;cierre;0;0;0;0
1076;16/05/2024;10:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;16;0;baja;manana;1;0;3;1
1077;07/10/2024;11:00;OVIEDO01;Oviedo;0;0;0;7;0;media;manana;0;0;0;0
1078;09/01/2021;12:15;GRANADA01;Granada;0;0;0;9;1;alta;cierre;0;0;5;0
1079;07/11/2022;10:30;SEVILLA01;Sevilla;0;0;0;7;0;media;manana;0;0;0;0
1080;22/07/2024;8:45;CORDOBA01;Cordoba;1;0;0;22;0;media;manana;1;0;0;0
1081;09/04/2024;12:45;VIGO01;Vigo;0;0;0;9;0;baja;cierre;0;0;1;0
1082;30/09/2024;14:30;M?STOLES01;M?stoles;0;0;0;30;0;baja;cierre;0;1;0;0
1083;26/02/2022;14:00;MADRID01;Madrid;0;0;0;26;0;media;cierre;0;1;5;0
1084;23/11/2020;9:00;VALLADOLID01;Valladolid;0;0;0;23;1;media;manana;0;0;0;0
1085;25/03/2025;11:30;BARCELONA01;Barcelona;0;0;0;25;0;media;manana;0;1;1;0
1086;19/12/2024;14:30;COSTARICA01;Costa Rica;0;0;0;19;0;media;cierre;0;0;3;0
1087;13/01/2022;12:30;OVIEDO01;Oviedo;0;0;0;13;0;media;cierre;0;0;3;0
1088;02/09/2021;14:15;ALICANTE01;Alicante;0;0;0;2;0;alta;cierre;0;0;3;1
1089;20/06/2024;9:45;COSTARICA01;Costa Rica;0;0;0;20;0;media;manana;0;0;3;0
1090;26/09/2022;12:00;MADRID01;Madrid;0;0;0;26;0;baja;cierre;0;1;0;0
1091;10/10/2024;8:00;BARCELONA01;Barcelona;1;0;0;10;0;media;manana;1;0;3;0
1092;19/02/2021;9:30;MADRID01;Madrid;0;0;0;19;0;media;manana;0;0;4;0
1093;23/04/2025;14:45;ALICANTE01;Alicante;0;0;0;23;0;media;cierre;0;0;2;0
1094;02/09/2022;12:45;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;2;0;media;cierre;1;0;4;1
1095;07/10/2023;9:15;MADRID01;Madrid;1;0;0;7;1;media;manana;1;0;5;1
1096;20/06/2022;10:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;20;1;baja;manana;0;0;0;0
1097;02/12/2022;9:45;LASPALMAS01;Las Palmas;0;0;0;2;0;media;manana;0;0;4;0
1098;14/10/2020;12:30;VIGO01;Vigo;0;0;0;14;0;media;cierre;0;0;2;0
1099;04/10/2021;12:30;DIAGONAL01;Diagonal;0;0;0;4;1;alta;cierre;0;0;0;0
1100;16/06/2023;12:45;ZARAGOZA01;Zaragoza;1;1;1;16;1;baja;cierre;1;0;4;0
1101;26/09/2020;13:30;MADRID01;Madrid;0;0;0;26;0;baja;cierre;0;1;5;0
1102;09/10/2021;11:00;LASROZAS01;Las Rozas;0;0;0;9;1;alta;manana;0;0;5;0
1103;28/12/2022;10:30;SANTANDER01;Santander;0;0;0;28;0;baja;manana;0;1;2;0
1104;23/01/2024;13:00;VALLADOLID01;Valladolid;0;0;0;23;1;alta;cierre;0;0;1;0
1105;09/01/2020;11:30;GRANADA01;Granada;0;0;0;9;1;alta;manana;0;0;3;0
1106;18/05/2024;14:00;MADRID01;Madrid;0;0;0;18;1;media;cierre;0;0;5;1
1107;08/07/2021;12:45;SANTANDER01;Santander;0;0;0;8;0;alta;cierre;0;0;3;0
1108;30/03/2020;10:15;BILBAO01;Bilbao;0;0;0;30;0;media;manana;0;1;0;0
1109;07/01/2020;13:00;ODONNELL01;O Donnell;1;0;1;7;0;media;cierre;1;0;1;0
1110;08/02/2022;12:45;COSTARICA01;Costa Rica;1;0;0;8;1;media;cierre;1;0;1;0
1111;20/05/2020;9:45;VIGO01;Vigo;1;0;0;20;0;alta;manana;1;0;2;0
1112;11/11/2022;9:15;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;11;0;media;manana;0;0;4;0
1113;22/04/2025;8:00;LASROZAS01;Las Rozas;0;0;0;22;0;media;manana;0;0;1;0
1114;19/08/2021;9:00;ZARAGOZA01;Zaragoza;0;0;0;19;1;alta;manana;0;0;3;0
1115;30/01/2023;11:30;GIJON01;Gijon;0;0;0;30;0;media;manana;0;1;0;1
1116;11/11/2021;11:15;MADRID01;Madrid;0;0;0;11;1;media;manana;0;0;3;0
1117;04/10/2024;11:15;MADRID01;Madrid;1;0;0;4;0;media;manana;1;0;4;0
1118;17/08/2020;11:45;MADRID01;Madrid;1;0;0;17;0;baja;manana;1;0;0;0
1119;30/09/2022;14:00;ODONNELL01;O Donnell;0;0;0;30;0;baja;cierre;0;1;4;0
1120;29/04/2022;13:15;COSTARICA01;Costa Rica;1;0;0;29;0;baja;cierre;1;1;4;0
1121;08/08/2024;12:15;ACACIAS01;Acacias;0;0;0;8;0;media;cierre;0;0;3;1
1122;31/05/2023;12:30;LASPALMAS01;Las Palmas;0;0;0;31;0;baja;cierre;0;1;2;0
1123;27/09/2024;13:45;MADRID01;Madrid;0;0;0;27;1;alta;cierre;0;1;4;0
1124;23/07/2020;12:45;BARCELONA01;Barcelona;0;0;0;23;0;media;cierre;0;0;3;0
1125;22/04/2024;10:15;VALENCIA01;Valencia;0;0;0;22;1;alta;manana;0;0;0;1
1126;22/01/2021;11:30;CADIZ01;Cadiz;0;0;0;22;1;media;manana;0;0;4;0
1127;29/08/2024;12:30;BARCELONA01;Barcelona;0;0;0;29;0;baja;cierre;0;1;3;0
1128;15/09/2023;13:30;BARCELONA01;Barcelona;1;0;1;15;1;alta;cierre;1;0;4;1
1129;17/09/2022;12:45;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;17;0;baja;cierre;0;0;5;0
1130;10/05/2022;9:15;TENERIFE01;Tenerife;0;0;0;10;0;media;manana;0;0;1;0
1131;22/09/2020;10:30;BARCELONA01;Barcelona;0;0;0;22;1;alta;manana;0;0;1;1
1132;21/09/2021;9:30;GIJON01;Gijon;0;0;0;21;0;media;manana;0;0;1;0
1133;14/05/2020;14:30;OVIEDO01;Oviedo;0;0;0;14;0;baja;cierre;0;0;3;0
1134;15/06/2020;13:15;TENERIFE01;Tenerife;0;0;0;15;0;baja;cierre;0;0;0;0
1135;23/10/2021;13:45;LASROZAS01;Las Rozas;0;0;0;23;0;alta;cierre;0;0;5;0
1136;02/01/2020;10:45;BARCELONA01;Barcelona;0;0;0;2;1;alta;manana;0;0;3;0
1137;16/04/2020;10:30;LASPALMAS01;Las Palmas;1;0;0;16;0;media;manana;1;0;3;0
1138;17/02/2022;10:00;GIJON01;Gijon;0;0;0;17;1;baja;manana;0;0;3;1
1139;15/01/2021;12:45;VALENCIA01;Valencia;0;0;0;15;0;media;cierre;0;0;4;0
1140;15/02/2025;11:30;ODONNELL01;O Donnell;1;0;0;15;1;baja;manana;1;0;5;0
1141;13/06/2020;14:15;LASROZAS01;Las Rozas;1;0;1;13;1;alta;cierre;1;0;5;0
1142;30/12/2024;10:00;COSTARICA01;Costa Rica;0;0;0;30;0;media;manana;0;1;0;1
1143;28/09/2022;10:00;VALENCIA01;Valencia;0;0;0;28;0;media;manana;0;1;2;0
1144;02/11/2020;10:45;GIJON01;Gijon;0;0;0;2;1;alta;manana;0;0;0;0
1145;07/12/2022;13:30;MADRID01;Madrid;1;0;0;7;0;media;cierre;1;0;2;0
1146;31/03/2022;13:45;M?STOLES01;M?stoles;1;0;0;31;0;alta;cierre;1;1;3;0
1147;14/01/2020;9:15;BARCELONA01;Barcelona;1;0;0;14;1;baja;manana;1;0;1;0
1148;04/11/2020;14:30;MADRID01;Madrid;1;0;0;4;0;media;cierre;1;0;2;0
1149;22/07/2020;12:30;DIAGONAL01;Diagonal;0;0;0;22;0;media;cierre;0;0;2;0
1150;01/12/2022;9:00;M?STOLES01;M?stoles;0;0;0;1;0;baja;manana;0;0;3;0
1151;17/01/2020;12:15;ZARAGOZA01;Zaragoza;1;0;0;17;0;media;cierre;1;0;4;0
1152;15/11/2023;9:00;MALAGA01;Malaga;1;0;0;15;1;media;manana;1;0;2;0
1153;10/04/2025;13:15;BARCELONA01;Barcelona;0;0;0;10;0;baja;cierre;0;0;3;0
1154;16/01/2021;13:15;LASPALMAS01;Las Palmas;1;0;0;16;0;baja;cierre;1;0;5;0
1155;15/05/2024;8:00;SANTANDER01;Santander;0;0;0;15;1;alta;manana;0;0;2;0
1156;30/04/2025;11:30;VALENCIA01;Valencia;0;0;0;30;0;baja;manana;0;1;2;0
1157;26/01/2021;13:45;MADRIDODONNELL01;Madrid O Donnell;0;0;0;26;0;media;cierre;0;1;1;0
1158;20/07/2022;8:15;MADRID01;Madrid;0;0;0;20;0;media;manana;0;0;2;0
1159;11/07/2022;8:15;MADRIDACACIAS01;Madrid Acacias;1;0;0;11;1;alta;manana;1;0;0;0
1160;17/12/2022;11:45;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;17;1;alta;manana;0;0;5;0
1161;15/02/2025;11:15;SANTANDER01;Santander;1;0;0;15;0;media;manana;1;0;5;0
1162;09/09/2024;14:30;BARCELONADIAGONAL01;Barcelona Diagonal;1;1;1;9;0;baja;cierre;1;0;0;0
1163;22/04/2025;10:30;ACACIAS01;Acacias;0;0;0;22;0;media;manana;0;0;1;1
1164;19/08/2023;13:00;BARCELONA01;Barcelona;0;0;0;19;0;alta;cierre;0;0;5;0
1165;24/03/2025;14:00;CORDOBA01;Cordoba;0;0;0;24;0;media;cierre;0;0;0;0
1166;13/01/2021;13:15;MADRID01;Madrid;0;0;0;13;1;media;cierre;0;0;2;0
1167;05/10/2020;12:00;GIJON01;Gijon;1;0;0;5;1;alta;cierre;1;0;0;0
1168;01/02/2021;9:45;LASPALMAS01;Las Palmas;0;0;0;1;0;media;manana;0;0;0;0
1169;22/03/2021;14:15;ODONNELL01;O Donnell;0;0;0;22;0;media;cierre;0;0;0;0
1170;26/10/2024;8:45;COSTARICA01;Costa Rica;0;0;0;26;0;media;manana;0;1;5;0
1171;07/10/2023;14:45;VALLADOLID01;Valladolid;1;0;0;7;1;alta;cierre;1;0;5;1
1172;27/11/2021;9:30;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;27;0;media;manana;1;1;5;0
1173;12/02/2025;8:00;MADRID01;Madrid;1;0;0;12;0;media;manana;1;0;2;0
1174;30/08/2021;10:00;ODONNELL01;O Donnell;0;0;0;30;1;alta;manana;0;1;0;0
1175;17/04/2024;10:30;BARCELONA01;Barcelona;0;0;0;17;0;media;manana;0;0;2;0
1176;16/05/2024;11:45;SANTANDER01;Santander;0;0;0;16;1;alta;manana;0;0;3;0
1177;26/12/2022;9:45;MADRID01;Madrid;1;0;0;26;0;media;manana;1;1;0;0
1178;13/03/2025;10:15;SANTAENGRACIA01;Santa Engracia;0;0;0;13;0;baja;manana;0;0;3;0
1179;19/06/2024;14:00;VALENCIA01;Valencia;0;0;0;19;0;baja;cierre;0;0;2;0
1180;02/11/2022;10:15;BARCELONA01;Barcelona;1;0;0;2;1;alta;manana;1;0;2;0
1181;30/01/2024;13:45;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;30;0;media;cierre;0;1;1;0
1182;14/11/2020;13:30;MADRID01;Madrid;0;0;0;14;0;baja;cierre;0;0;5;0
1183;04/08/2022;13:15;CORDOBA01;Cordoba;1;0;0;4;0;baja;cierre;1;0;3;0
1184;11/04/2024;8:30;MADRID01;Madrid;0;0;0;11;0;media;manana;0;0;3;1
1185;11/05/2022;14:30;MALAGA01;Malaga;0;0;0;11;0;baja;cierre;0;0;2;0
1186;11/11/2023;12:15;LASROZAS01;Las Rozas;0;0;0;11;0;media;cierre;0;0;5;0
1187;08/01/2020;9:45;MURCIA01;Murcia;0;0;0;8;0;baja;manana;0;0;2;0
1188;05/10/2022;14:45;BARCELONA01;Barcelona;1;0;0;5;1;alta;cierre;1;0;2;1
1189;24/07/2024;12:30;ODONNELL01;O Donnell;0;0;0;24;0;baja;cierre;0;0;2;0
1190;02/04/2020;8:45;SANTAENGRACIA01;Santa Engracia;0;0;0;2;0;media;manana;0;0;3;0
1191;29/08/2024;13:00;M?STOLES01;M?stoles;1;0;0;29;0;media;cierre;1;1;3;0
1192;11/11/2021;9:15;BILBAO01;Bilbao;1;0;0;11;1;baja;manana;1;0;3;0
1193;05/06/2020;11:30;VALLADOLID01;Valladolid;0;0;0;5;1;alta;manana;0;0;4;0
1194;14/12/2021;9:00;BARCELONA01;Barcelona;0;0;0;14;0;alta;manana;0;0;1;0
1195;19/06/2023;10:45;VALENCIA01;Valencia;1;0;0;19;1;baja;manana;1;0;0;0
1196;15/04/2020;9:45;BARCELONA01;Barcelona;0;0;0;15;0;baja;manana;0;0;2;0
1197;21/04/2021;14:30;VALENCIA01;Valencia;0;0;0;21;0;baja;cierre;0;0;2;0
1198;15/12/2020;10:30;BARCELONA01;Barcelona;0;0;0;15;0;media;manana;0;0;1;0
1199;16/04/2024;12:00;BILBAO01;Bilbao;0;0;0;16;1;alta;cierre;0;0;1;0
1200;03/01/2022;10:30;ACORUNA01;A Coruna;1;0;0;3;0;media;manana;1;0;0;0
20010;06/06/2025;9:00:23;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;6;0;media;manana;1;0;4;0
20011;06/06/2025;14:26:43;BARCELONA01;Barcelona;1;0;0;6;0;media;cierre;1;0;4;0
20012;06/04/2025;13:59:29;DIAGONAL01;Diagonal;1;0;0;6;0;baja;cierre;1;0;6;0
20013;06/04/2025;11:14:36;ZARAGOZA01;Zaragoza;1;0;1;6;0;baja;manana;1;0;6;0
20014;06/02/2025;14:04:43;ACORUNA01;A Coruna;1;0;1;6;0;media;cierre;1;0;3;1
20015;30/05/2025;8:39:04;VALENCIA01;Valencia;1;0;0;30;0;media;manana;1;1;4;0
20016;28/05/2025;8:49:39;VALENCIA01;Valencia;1;0;1;28;0;baja;manana;1;1;2;0
20017;28/05/2025;10:16:55;MADRID01;Madrid;1;0;0;28;0;baja;manana;1;1;2;0
20018;22/05/2025;11:09:02;MURCIA01;Murcia;1;0;0;22;0;media;manana;1;0;3;1
20019;16/05/2025;12:00:56;LASPALMAS01;Las Palmas;1;0;0;16;0;media;cierre;1;0;4;0
20020;05/05/2025;12:07:55;MADRID01;Madrid;1;0;0;5;1;media;cierre;1;0;0;0
20022;05/02/2025;12:52:49;BARCELONA01;Barcelona;1;0;0;5;1;baja;cierre;1;0;2;0
20027;05/06/2025;14:00:48;ACACIAS01;Acacias;1;0;0;5;1;media;cierre;1;0;3;0
20028;30/04/2025;16:08:05;M?STOLES01;M?stoles;1;0;0;30;0;media;cierre;1;1;2;0
20029;29/04/2025;18:50:02;ALICANTE01;Alicante;1;0;0;29;0;baja;cierre;1;1;1;0
20030;05/05/2025;11:25:13;SANTANDER01;Santander;1;0;0;5;1;alta;manana;1;0;0;0
20031;05/05/2025;12:50:28;ODONNELL01;O Donnell;1;0;0;5;1;alta;cierre;1;0;0;0
20032;30/04/2025;10:15:41;BARCELONA01;Barcelona;1;0;0;30;0;media;manana;1;1;2;0
20033;29/04/2025;13:02:03;GIJON01;Gijon;1;0;0;29;0;baja;cierre;1;1;1;1
20034;15/04/2025;16:00:28;VALLADOLID01;Valladolid;1;0;0;15;0;media;cierre;1;0;1;0
20035;15/04/2025;10:41:16;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;15;0;media;manana;1;0;1;0
20036;14/04/2025;17:10:37;MADRID01;Madrid;1;0;0;14;0;media;cierre;1;0;0;0
20041;04/04/2025;12:06:39;LASROZAS01;Las Rozas;1;0;0;4;1;baja;cierre;1;0;4;0
20042;04/03/2025;8:47:04;COSTARICA01;Costa Rica;1;0;0;4;0;media;manana;1;0;1;0
20043;04/01/2025;13:44:45;LASROZAS01;Las Rozas;1;0;0;4;0;baja;cierre;1;0;5;0
20044;25/03/2025;15:33:21;MADRID01;Madrid;1;0;1;25;1;media;cierre;1;1;1;0
20045;25/03/2025;9:07:25;MURCIA01;Murcia;1;0;0;25;1;media;manana;1;1;1;0
20046;24/03/2025;10:32:38;ZARAGOZA01;Zaragoza;1;0;0;24;0;media;manana;1;0;0;0
20047;20/03/2025;13:18:39;CADIZ01;Cadiz;1;0;0;20;0;baja;cierre;1;0;3;0
20048;19/03/2025;15:45:59;CORDOBA01;Cordoba;1;0;0;19;0;baja;cierre;1;0;2;0
20049;15/03/2025;13:41:27;VALENCIA01;Valencia;1;0;0;15;1;alta;cierre;1;0;5;0
20050;13/03/2025;15:25:31;VALENCIA01;Valencia;1;0;0;13;0;media;cierre;1;0;3;0
20055;03/06/2025;11:50:07;ODONNELL01;O Donnell;1;0;0;3;1;alta;manana;1;0;1;0
20056;03/06/2025;11:10:02;GRANADA01;Granada;1;0;0;3;0;media;manana;1;0;1;0
20057;03/06/2025;10:24:14;LASPALMASDEGC01;Las Palmas de GC;1;0;0;3;1;alta;manana;1;0;1;0
20058;03/04/2025;14:19:51;CORDOBA01;Cordoba;1;0;0;3;0;baja;cierre;1;0;3;0
20059;25/02/2025;13:10:37;GIJON01;Gijon;1;0;0;25;1;baja;cierre;1;1;1;0
20060;27/02/2025;12:22:15;GRANADA01;Granada;1;0;0;27;1;alta;cierre;1;1;3;0
20061;26/02/2025;10:55:42;SEVILLA01;Sevilla;1;0;0;26;0;media;manana;1;1;2;0
20062;25/02/2025;10:39:10;CADIZ01;Cadiz;1;0;0;25;1;alta;manana;1;1;1;0
20063;21/02/2025;12:00:49;VALENCIA01;Valencia;1;0;0;21;0;baja;cierre;1;0;4;0
20064;21/02/2025;9:35:47;LASPALMAS01;Las Palmas;1;0;1;21;0;baja;manana;1;0;4;0
20065;19/02/2025;18:37:10;BILBAO01;Bilbao;1;0;0;19;1;baja;cierre;1;0;2;0
20066;13/02/2025;17:37:08;TENERIFE01;Tenerife;1;0;0;13;1;alta;cierre;1;0;3;0
20067;13/02/2025;16:25:32;M?STOLES01;M?stoles;1;0;0;13;0;alta;cierre;1;0;3;0
20072;02/06/2025;15:37:43;BARCELONA01;Barcelona;1;0;0;2;0;baja;cierre;1;0;0;0
20073;02/03/2025;13:39:51;ACACIAS01;Acacias;1;0;0;2;0;baja;cierre;1;0;6;0
20074;02/03/2025;13:38:13;TENERIFE01;Tenerife;1;0;0;2;1;media;cierre;1;0;6;0
20075;02/05/2025;13:35:53;OVIEDO01;Oviedo;1;0;0;2;1;alta;cierre;1;0;4;0
20076;02/05/2025;10:49:40;BARCELONA01;Barcelona;1;0;0;2;0;media;manana;1;0;4;0
20077;29/01/2025;14:00:40;MADRID01;Madrid;1;0;0;29;0;baja;cierre;1;1;2;0
20078;02/03/2025;18:00:35;CORDOBA01;Cordoba;1;0;0;2;1;alta;cierre;1;0;6;0
20079;29/01/2025;13:21:36;OVIEDO01;Oviedo;1;0;0;29;0;media;cierre;1;1;2;1
20080;29/01/2025;16:55:36;CADIZ01;Cadiz;1;0;0;29;1;alta;cierre;1;1;2;0
20081;27/01/2025;17:50:39;BARCELONA01;Barcelona;1;0;0;27;0;baja;cierre;1;1;0;1
20082;28/01/2025;15:45:40;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;28;0;media;cierre;1;1;1;1
20083;28/01/2025;14:40:13;VALENCIA01;Valencia;1;0;0;28;1;alta;cierre;1;1;1;0
20084;27/01/2025;14:25:25;BARCELONA01;Barcelona;1;0;0;27;0;media;cierre;1;1;0;0
20085;25/01/2025;13:30:20;MALAGA01;Malaga;1;0;0;25;1;alta;cierre;1;1;5;0
20086;23/01/2025;8:55:00;LASROZAS01;Las Rozas;1;0;0;23;0;baja;manana;1;0;3;1
20087;16/01/2025;8:50:11;BARCELONA01;Barcelona;1;0;0;16;0;alta;manana;1;0;3;0
20088;15/01/2025;18:50:44;VALENCIA01;Valencia;1;0;0;15;0;baja;cierre;1;0;2;1
20089;16/01/2025;11:28:58;BARCELONA01;Barcelona;1;0;0;16;0;media;manana;1;0;3;0
20090;15/01/2025;13:18:38;ACACIAS01;Acacias;1;0;0;15;1;baja;cierre;1;0;2;0
20091;01/02/2025;9:51:20;M?STOLES01;M?stoles;1;0;0;1;1;alta;manana;1;0;5;0
20092;26/12/2024;12:45:27;ALICANTE01;Alicante;1;0;1;26;0;media;cierre;1;1;3;0
20093;31/12/2024;13:05:44;ACACIAS01;Acacias;1;0;0;31;0;alta;cierre;1;1;1;0
20094;31/12/2024;11:35:55;LASPALMAS01;Las Palmas;1;0;0;31;0;baja;manana;1;1;1;0
20095;31/12/2024;10:02:53;BARCELONA01;Barcelona;1;0;0;31;0;baja;manana;1;1;1;1
20096;30/12/2024;8:34:41;LASPALMASDEGC01;Las Palmas de GC;1;0;0;30;0;baja;manana;1;1;0;0
20097;30/12/2024;16:48:36;ZARAGOZA01;Zaragoza;1;0;0;30;1;alta;cierre;1;1;0;0
20098;27/12/2024;11:49:50;BARCELONA01;Barcelona;1;0;0;27;0;media;manana;1;1;4;0
20099;26/12/2024;18:13:43;BARCELONA01;Barcelona;1;0;0;26;1;media;cierre;1;1;3;0
20100;26/12/2024;12:10:38;MADRID01;Madrid;1;0;0;26;0;media;cierre;1;1;3;0
20101;26/12/2024;12:01:52;BARCELONA01;Barcelona;1;0;0;26;0;media;cierre;1;1;3;0
20102;24/12/2024;12:32:34;MAJADAHONDA01;Majadahonda;1;0;0;24;0;baja;cierre;1;0;1;0
20103;23/12/2024;18:17:38;ALICANTE01;Alicante;1;0;0;23;0;baja;cierre;1;0;0;0
20104;20/12/2024;11:42:29;M?STOLES01;M?stoles;1;0;0;20;0;media;manana;1;0;4;0
20105;18/12/2024;17:08:47;LASPALMAS01;Las Palmas;1;0;0;18;1;media;cierre;1;0;2;0
20106;17/12/2024;18:42:03;SALAMANCA01;Salamanca;1;0;0;17;0;baja;cierre;1;0;1;0
20107;17/12/2024;9:48:53;SANTANDER01;Santander;1;0;0;17;1;media;manana;1;0;1;0
20108;12/11/2024;9:23:24;MADRID01;Madrid;1;0;0;12;0;media;manana;1;0;1;0
20109;12/10/2024;14:38:29;MURCIA01;Murcia;1;0;0;12;1;alta;cierre;1;0;5;0
20110;12/10/2024;8:35:10;VIGO01;Vigo;1;0;0;12;0;media;manana;1;0;5;0
20111;12/07/2024;12:52:41;MADRID01;Madrid;1;0;1;12;1;alta;cierre;1;0;4;0
20112;12/07/2024;12:29:12;MADRID01;Madrid;1;0;1;12;0;media;cierre;1;0;4;1
20113;12/04/2024;10:51:38;GRANADA01;Granada;1;0;0;12;1;alta;manana;1;0;4;1
20114;12/03/2024;12:00:06;SANTANDER01;Santander;1;0;0;12;1;alta;cierre;1;0;1;0
20115;12/02/2024;17:06:49;VALENCIA01;Valencia;1;0;0;12;0;alta;cierre;1;0;0;0
20116;12/02/2024;16:26:53;SANTANDER01;Santander;1;0;0;12;0;media;cierre;1;0;0;1
20117;30/11/2024;12:47:27;TENERIFE01;Tenerife;1;0;0;30;0;baja;cierre;1;1;5;0
20118;28/11/2024;12:45:00;MURCIA01;Murcia;1;0;0;28;1;media;cierre;1;1;3;0
20119;28/11/2024;13:16:07;MADRID01;Madrid;1;1;1;28;0;media;cierre;1;1;3;0
20120;25/11/2024;12:38:26;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;1;25;1;baja;cierre;1;1;0;0
20121;27/11/2024;13:30:57;COSTARICA01;Costa Rica;1;0;0;27;0;baja;cierre;1;1;2;1
20122;27/11/2024;11:59:40;MADRID01;Madrid;1;0;0;27;0;media;manana;1;1;2;0
20123;26/11/2024;8:30:31;MALAGA01;Malaga;1;0;0;26;0;baja;manana;1;1;1;0
20124;22/11/2024;14:00:16;M?STOLES01;M?stoles;1;0;0;22;1;alta;cierre;1;0;4;0
20125;25/11/2024;17:57:18;BARCELONA01;Barcelona;1;0;0;25;1;media;cierre;1;1;0;0
20126;25/11/2024;8:00:00;VALENCIA01;Valencia;1;0;0;25;1;alta;manana;1;1;0;1
20127;19/11/2024;13:49:40;VALENCIA01;Valencia;1;0;0;19;0;baja;cierre;1;0;1;0
20128;18/11/2024;12:03:42;MADRIDACACIAS01;Madrid Acacias;1;0;0;18;0;media;cierre;1;0;0;0
20129;15/11/2024;13:20:42;BARCELONA01;Barcelona;1;0;0;15;1;media;cierre;1;0;4;0
20130;15/11/2024;10:21:09;ACORUNA01;A Coruna;1;0;1;15;0;media;manana;1;0;4;1
20131;14/11/2024;15:07:40;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;14;0;baja;cierre;1;0;3;0
20132;14/11/2024;13:51:11;BARCELONA01;Barcelona;1;0;0;14;0;baja;cierre;1;0;3;0
20133;13/11/2024;15:04:18;LASPALMASDEGC01;Las Palmas de GC;1;0;0;13;0;media;cierre;1;0;2;0
20134;11/08/2024;13:46:55;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;11;0;baja;cierre;1;0;6;0
20135;11/08/2024;10:42:02;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;11;1;alta;manana;1;0;6;0
20136;11/07/2024;14:00:00;BARCELONA01;Barcelona;1;0;1;11;0;baja;cierre;1;0;3;0
20137;11/06/2024;17:35:00;VIGO01;Vigo;1;0;0;11;0;media;cierre;1;0;1;0
20138;11/06/2024;17:27:48;MAJADAHONDA01;Majadahonda;1;0;0;11;0;baja;cierre;1;0;1;0
20139;11/06/2024;14:06:24;MADRIDACACIAS01;Madrid Acacias;1;0;0;11;0;baja;cierre;1;0;1;0
20140;17/09/2024;13:22:42;BARCELONA01;Barcelona;1;0;0;17;1;alta;cierre;1;0;1;0
20141;11/05/2024;13:06:48;MAJADAHONDA01;Majadahonda;1;0;0;11;0;media;cierre;1;0;5;0
20142;11/05/2024;14:01:21;COSTARICA01;Costa Rica;1;0;0;11;0;media;cierre;1;0;5;0
20143;11/05/2024;13:00:00;BARCELONA01;Barcelona;1;0;0;11;0;baja;cierre;1;0;5;0
20144;31/10/2024;18:01:19;SEVILLA01;Sevilla;1;0;0;31;0;media;cierre;1;1;3;0
20145;31/10/2024;11:40:19;TENERIFE01;Tenerife;1;0;1;31;0;baja;manana;1;1;3;0
